,event,event_code,time,user,message,category,code
4201,match round two,9,[2:57:54] ,shinyakimura,maybe woulda worked if you got a little closer,request,1
4202,match round two,9,[2:57:54] ,azurewotan,sad,badp,7
4203,match round two,9,[2:57:57] ,bobdobbz,sidebysidefgc nope,other,10
4204,match lose,12,[2:58:02] ,easxl,lol,goodp,6
4205,match lose,12,[2:58:02] ,zyxwhitewind,lol,goodp,6
4206,match lose,12,[2:58:02] ,shinyakimura,lol,goodp,6
4207,match lose,12,[2:58:03] ,freakyyyy,haaahhha,badp,7
4208,match lose,12,[2:58:04] ,llesor,loool,goodp,6
4209,match lose,12,[2:58:06] ,kingsweatpants,never wins those,badp,7
4210,match lose,12,[2:58:07] ,empgeneraltsochicken,butt splashed,caction,3
4211,match lose,12,[2:58:07] ,yuukiburry,lmfao,badp,7
4212,match lose,12,[2:58:08] ,freakyyyy,buranka chan,other,10
4213,match lose,12,[2:58:08] ,gailardiagalan,lmao,badp,7
4214,match lose,12,[2:58:09] ,manusfactum,poorygone thats a shame no real interest in honda,comment,2
4215,match lose,12,[2:58:09] ,admiralackbarssnackbar,you wanted strong dlc characters,game,9
4216,match lose,12,[2:58:10] ,megatonbeef,so good,goodp,6
4217,match lose,12,[2:58:11] ,lemmegetanumber,ex sumo smash is on block,caction,3
4218,match lose,12,[2:58:12] ,tomysalamii,ex is actually plus,caction,3
4219,match lose,12,[2:58:12] ,darnellplayer,or,other,10
4220,match lose,12,[2:58:13] ,topgunlt,xd,goodp,6
4221,match lose,12,[2:58:13] ,beatsbynoelbrown,all aboard the unfollow trian chooo choooooo,comment,2
4222,match lose,12,[2:58:14] ,aitcho,glass cannon,request,1
4223,match lose,12,[2:58:14] ,drragemonster,isnt it funny how e honda has the low tier god pose when he charges his gaurd break in v trigger,cinfo,5
4224,match lose,12,[2:58:15] ,reimuhakureishrine,bruh momento numero dos,badp,7
4225,match lose,12,[2:58:15] ,izicken,is that plus oo,question,8
4226,match lose,12,[2:58:16] ,freakyyyy,sumo yomo,request,1
4227,match lose,12,[2:58:17] ,bobdobbz,sidebysidefgc actually ill have to check again sorry,other,10
4228,match lose,12,[2:58:17] ,poorygone,splash is back,caction,3
4229,match lose,12,[2:58:18] ,bloodwizardd,wtfdffffff,badp,7
4230,match lose,12,[2:58:20] ,,does honda have charge moves in sf,question,8
4231,match lose,12,[2:58:23] ,metalxoath,reasons i didnt want honda in the game part,comment,2
4232,match lose,12,[2:58:23] ,jar,umehonda,other,10
4233,match lose,12,[2:58:26] ,shinyakimura,what the hell is the frames on that lol,question,8
4234,match lose,12,[2:58:26] ,sak,so is honda op,question,8
4235,match lose,12,[2:58:27] ,psakuma,its sf honda all over again,comment,2
4236,match lose,12,[2:58:27] ,zyxwhitewind,now that gave me sf flash backs,comment,2
4237,match lose,12,[2:58:28] ,damuffinman,this is great,goodp,6
4284,match round one,8,[2:59:41] ,zyxwhitewind,capcom finally got tired of no one playing the new characters,game,9
4285,match round one,8,[2:59:41] ,easxl,honda,request,1
4286,match round one,8,[2:59:44] ,kiboshkaibutsu,am seeing some x ex splash,other,10
4287,match round one,8,[2:59:46] ,shinyakimura,waaaait was that a unique intro for vs cody,cdesign,4
4288,match round one,8,[2:59:48] ,hitcombo,on crossup its minus,caction,3
4289,match round one,8,[2:59:51] ,metalxoath,reasons i didnt want honda in the game i knew hed be stupid lol,cinfo,5
4290,match round one,8,[2:59:54] ,rashidoo,thisll be interesting,comment,2
4291,match round one,8,[2:59:56] ,tomfromtheclouds,all hail our sumo overlord vesperscratch vesperscratch vesperscratch,cinfo,5
4292,match round one,8,[2:59:56] ,dankmemeslov,cant wait to clap some cheeks with honda,caction,3
4293,match round one,8,[2:59:56] ,bellfym,for sure is going have a balance patch in the near future,game,9
4294,match win,11,[3:00:13] ,roninwoof,didnt lucia and cody date,question,8
4295,match win,11,[3:00:17] ,kiboshkaibutsu,hands ex splash hands ex splash hands ex splash,other,10
4296,match round two,9,[3:00:26] ,sidebysidefgc,and now returning to your regularly scheduled bronze hunting,game,9
4297,match round two,9,[3:00:26] ,azurewotan,at least it isnt season,other,10
4298,match round two,9,[3:00:26] ,afroshouji,canon fight,request,1
4299,match round two,9,[3:00:27] ,ghostfromrdstrike,damn i gotta buy honda lucia and janemba,game,9
4300,match round two,9,[3:00:29] ,countmeowingtonn,oh boy cant wait for makoto,comment,2
4301,match round two,9,[3:00:34] ,freakyyyy,charge character and capcom logic sooo,game,9
4302,match win,11,[3:01:00] ,,she has a run cancle like ken,cdesign,4
4303,match win,11,[3:01:02] ,shinyakimura,people kept complaining that the new characters werent strong enough so they had to make honda good,game,9
4304,match win,11,[3:01:04] ,sak,so who is better lucia or poison chat i can buy only one for now,question,8
4305,match win,11,[3:01:05] ,thelexnard,poison definitely feels the hardest to play so far,cinfo,5
4306,match win,11,[3:01:18] ,laverde,poisons swimsuit costume is fuckin hot,cdesign,4
4307,match win,11,[3:01:22] ,,filipino champ said lucia might be in top,cinfo,5
4308,match win,11,[3:01:31] ,falciegaiah,on that grab combo can you trow forward as well,caction,3
4309,match round one,8,[3:01:42] ,freakyyyy,all three characters are so good so far,game,9
4310,match round one,8,[3:01:42] ,azurewotan,honda tough,cinfo,5
4311,match round one,8,[3:01:42] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
4312,match round one,8,[3:01:48] ,mrlawyer,laverde dude youre thirsty as fuck,other,10
4313,match round one,8,[3:01:58] ,bellfym,poison feels interesting,cinfo,5
4314,match round one,8,[3:01:59] ,poorygone,did fchamp check honda,question,8
4315,match round one,8,[3:02:01] ,swiftruina,do we actually have dlc characters who are good on launch,question,8
4316,match win,11,[3:02:08] ,countmeowingtonn,honda is the easiest just splash on them times in a row and kill them,cinfo,5
4317,match win,11,[3:02:13] ,ssjsoujiro,keep makoto away from this game please i really dont want to see her in this game with missing moves,request,1
4318,match round two,9,[3:02:21] ,kelvaen,he did,other,10
4319,match round two,9,[3:02:24] ,laverde,mrlawyer thirsty cuz i said it was hot sit down,other,10
4320,match round two,9,[3:02:33] ,oozzzy,fchamp tried all but spent the most time on lucia,other,10
4321,match round two,9,[3:02:36] ,horseapples,ssjsoujiro she was already like an sf character before sf,cinfo,5
4322,match round two,9,[3:02:39] ,poorygone,put yun in i dare you capcom,game,9
4323,match round two,9,[3:02:42] ,theenygma,watch the dlc be el fuerte and rufus,other,10
4324,match round two,9,[3:02:45] ,vegabuster,cody has da best theme in the game,cdesign,4
4325,match round two,9,[3:02:48] ,,the character bundle is out alrdy atleast for me,game,9
4326,match round two,9,[3:02:49] ,sak,honda can do his headbutts without vtrigger right,caction,3
4327,match lose,12,[3:02:59] ,shinyakimura,yes,goodp,6
4328,match lose,12,[3:03:01] ,countmeowingtonn,yea,goodp,6
4329,match lose,12,[3:03:03] ,ghostfromrdstrike,i wouldnt be mad if el fuerte came back,comment,2
4338,match win,11,[3:03:55] ,roninwoof,honda is unga bunga,cinfo,5
4339,match win,11,[3:03:56] ,horseapples,gief loves elf to complete the triangle,other,10
4340,match win,11,[3:03:56] ,ghostfromrdstrike,megatonbeef the lore,other,10
4341,match win,11,[3:04:11] ,ghostfromrdstrike,gief does like el fuerte,cinfo,5
4342,match win,11,[3:04:15] ,freakyyyy,abel,request,1
4343,match win,11,[3:04:18] ,tomfromtheclouds,ok its monday morning time to leave for work have a good one chat futureman,other,10
4365,match round one,8,[3:05:41] ,azurewotan,kansai no doubt,cdesign,4
4366,match round one,8,[3:05:41] ,icexvader,oooo,other,10
4367,match round one,8,[3:05:43] ,damuffinman,could be jersey or boston,cdesign,4
4368,match round one,8,[3:05:46] ,randyinhd,brooklyn accent,cdesign,4
4369,match round one,8,[3:05:46] ,lionheartrawr,jersey,cdesign,4
4370,match round one,8,[3:05:46] ,admiralackbarssnackbar,yeah kansaiben,cdesign,4
4371,match round one,8,[3:05:47] ,shinyakimura,she has the brooklyn rage,cdesign,4
4372,match round one,8,[3:05:49] ,randyinhd,lol boston what a joke,goodp,6
4373,match round one,8,[3:05:52] ,zyxwhitewind,i should listen and see if i can tell,comment,2
4374,match round one,8,[3:05:55] ,dangalfthekrey,sounds pretty boston to me the way she says koahfee,cdesign,4
4375,match round one,8,[3:05:58] ,johow,it says boston somewhere,cdesign,4
4376,match round one,8,[3:06:00] ,ghostfromrdstrike,nah that is definitely not a jersey accent,cdesign,4
4377,match round one,8,[3:06:15] ,countmeowingtonn,brooklyn raaaage,cdesign,4
4378,match round one,8,[3:06:15] ,damuffinman,its like a fked up accent honestly like a mix of shit,cdesign,4
4379,match win,11,[3:06:16] ,ghostfromrdstrike,im from jersey thats either ny or boston,cdesign,4
4380,match win,11,[3:06:18] ,laverde,red sox,other,10
4381,match win,11,[3:06:19] ,kiboshkaibutsu,yea tht coffee is dead give away,other,10
4382,match round two,9,[3:06:22] ,beatsbynoelbrown,dat makoto scream,cdesign,4
4383,match round two,9,[3:06:22] ,laverde,green monstah,other,10
4384,match round two,9,[3:06:25] ,johow,i think in the video they released today,other,10
4385,match round two,9,[3:06:25] ,freakyyyy,nooooohoh,badp,7
4386,match round two,9,[3:06:27] ,dangalfthekrey,its eitehr bostonian accent or like some sort of new york accent,cdesign,4
4387,match round two,9,[3:06:30] ,damuffinman,def not ny we decline,cdesign,4
4388,match round two,9,[3:06:30] ,starkronin,god poison looks horrible lol,cdesign,4
4389,match round two,9,[3:06:32] ,roninwoof,im from boston its not boston def some sort of nyjersey accent,cdesign,4
4390,match round two,9,[3:06:33] ,sidebysidefgc,this theme is too funky,cdesign,4
4391,match round two,9,[3:06:34] ,laverde,pak tha ka in tha yad,other,10
4392,match round two,9,[3:06:38] ,icexvader,she folded,caction,3
4393,match round two,9,[3:06:40] ,tw,poison is some type of cancer,cinfo,5
4394,match round two,9,[3:06:42] ,ghostfromrdstrike,damuffinman,other,10
4395,match round two,9,[3:06:43] ,themrheadache,is f throw into shk a consistent cc,caction,3
4396,match round two,9,[3:06:54] ,damuffinman,im from brooklyn thats not brooklyn,cdesign,4
4397,match win,11,[3:06:55] ,bzcharkl,im australian so i dont hear boston accents too often but english lucia sounds like attempted boston to me,cdesign,4
4398,match win,11,[3:07:06] ,lionheartrawr,lets just agree that its some canadian accent,cdesign,4
4399,match win,11,[3:07:19] ,damuffinman,its a fukshit accent,cdesign,4
4400,match win,11,[3:07:24] ,torasamu,is it good,question,8
4401,match win,11,[3:07:25] ,beatsbynoelbrown,sounds guatemalan,cdesign,4
4402,match win,11,[3:07:26] ,cjgrayson,what do we have the same cfn,question,8
4403,match win,11,[3:07:26] ,mantikorew,did you see the guilty gear teaser,question,8
4404,match win,11,[3:07:26] ,ghostfromrdstrike,okay nj denied her boston denied her ny denied her fuck it shes from all,cdesign,4
4405,match round one,8,[3:07:27] ,countmeowingtonn,use it to escape hondas superior sumo body,caction,3
4406,match round one,8,[3:07:28] ,theenygma,its all greek to me head,cdesign,4
4407,match round one,8,[3:07:29] ,skohlswet,abigail shouldve had a newfie accent,cdesign,4
4408,match round one,8,[3:07:33] ,freakyyyy,london city,other,10
4409,match round one,8,[3:07:35] ,cjgrayson,for lucia,cinfo,5
4410,match round one,8,[3:07:36] ,dangalfthekrey,i thought lucia looked wack as shit but shes grown on me i like her accent,cdesign,4
4411,match round one,8,[3:07:37] ,laughswithknives,gotham,other,10
4412,match round one,8,[3:07:40] ,laverde,dcu,other,10
4413,match round one,8,[3:07:40] ,rashidoo,probably chicago or some other shithole,cdesign,4
4414,match round one,8,[3:07:45] ,toumakami,canada,cdesign,4
4415,match round one,8,[3:07:46] ,nahuelpv,boston,cdesign,4
4416,match round one,8,[3:07:51] ,ghostfromrdstrike,metro city is supposed to be ny,cdesign,4
4417,match round one,8,[3:07:52] ,johow,lionheartrawr is there a boston in canada,question,8
4418,match round one,8,[3:07:55] ,beatsbynoelbrown,metro city based off flint michigan,game,9
4419,match round one,8,[3:07:55] ,bobdobbz,ny,other,10
4420,match round one,8,[3:08:03] ,dangalfthekrey,rashidoo excuse you im from chicongo and thats not a chicongoan accent,cdesign,4
4421,match round one,8,[3:08:07] ,freakyyyy,i think boston,cdesign,4
4422,match round one,8,[3:08:07] ,megatonbeef,skohlswet is there a canadian tire store there,other,10
4423,match round one,8,[3:08:10] ,explorinlauren,its an ny accent,cdesign,4
4424,match win,11,[3:08:13] ,rashidoo,lol my b my b,goodp,6
4425,match win,11,[3:08:13] ,ghostfromrdstrike,its based off brooklyn ny etc,cdesign,4
4426,match win,11,[3:08:17] ,sidebysidefgc,doesnt metro city have a twin towers,question,8
4427,match win,11,[3:08:17] ,swiftruina,its a ny accent,cdesign,4
4428,match win,11,[3:08:17] ,casualweeb,metrocity is from megamind,game,9
4429,match round two,9,[3:08:26] ,lionheartrawr,johow that i dont know i mean maybe,other,10
4430,match round two,9,[3:08:27] ,themrheadache,no one tell that poison that the vskill goes through projectiles,cinfo,5
4431,match round two,9,[3:08:28] ,bobdobbz,jersey accent for shure,cdesign,4
4432,match round two,9,[3:08:36] ,themegamansam,its at the very least an american accent,cdesign,4
4433,match round two,9,[3:08:40] ,roninwoof,though guys its not about being an accurate accent but rather what she is attempting to sound like,cdesign,4
4434,match round two,9,[3:08:42] ,damuffinman,new yorkers dont pronounce coffee as kawwwfee,cdesign,4
4435,match round two,9,[3:08:43] ,lemmegetanumber,she sounds like she broke her jaw and it didnt heal right,cdesign,4
4436,match round two,9,[3:08:45] ,ghostfromrdstrike,im from jersey that is not a jersey accent,cdesign,4
4437,match round two,9,[3:08:47] ,damuffinman,thats boston,cdesign,4
4438,match round two,9,[3:08:48] ,johow,lol megamind is awesome,goodp,6
4439,match round two,9,[3:08:49] ,damuffinman,or jersey,cdesign,4
4440,match win,11,[3:09:01] ,zyxwhitewind,looked at the wiki it is located on the atlantic coast of the usa,cdesign,4
4441,match win,11,[3:09:01] ,ustinodj,mexicanlew aight i think i am done the lag is really bad vespersad,comment,2
4442,match win,11,[3:09:03] ,kiboshkaibutsu,does any of poison or lucia hav secret outfits,question,8
4443,match win,11,[3:09:04] ,shinyakimura,metrocity might be based on motor city detroit,game,9
4444,match win,11,[3:09:06] ,ghostfromrdstrike,muffin man we denied her ghostfthinking,other,10
4445,match win,11,[3:09:10] ,beatsbynoelbrown,these english voices,cdesign,4
4446,match win,11,[3:09:15] ,damuffinman,we dont want the bitch either,other,10
4447,match win,11,[3:09:20] ,heisenbreh,damn at no one claiming lucia with that accent,cdesign,4
4448,match win,11,[3:09:22] ,mexicanlew,ustinodj gg do you mind dming me what u think i could improve on,other,10
4449,match win,11,[3:09:25] ,mantikorew,mantikorew subscribed at tier theyve subscribed for months did you see the guilty gear teaser i thought it looked fucking awesome but im a weeb so idk,other,10
4450,match win,11,[3:09:31] ,ghostfromrdstrike,fuck it its an australian accent,cdesign,4
4479,match round one,8,[3:10:52] ,themegaguy,inb auto combos,caction,3
4480,match round one,8,[3:10:52] ,jamesedsmith,win,goodp,6
4481,match round one,8,[3:10:56] ,azurewotan,thats unreal engine,game,9
4482,match round one,8,[3:11:00] ,horseapples,yeah a guilty gear with actual animations is pretty wild,cdesign,4
4483,match round one,8,[3:11:02] ,empgeneraltsochicken,im really excited for the new gg and kof,game,9
4484,match round one,8,[3:11:08] ,empgeneraltsochicken,samurai shodown is fun as hell,game,9
4485,match round one,8,[3:11:15] ,nnjaguy,lucia can be my california girl,cdesign,4
4486,match round one,8,[3:11:15] ,damuffinman,was kof announced yet,question,8
4487,match round one,8,[3:11:17] ,freakyyyy,gg is the best fighting game anime,game,9
4488,match round one,8,[3:11:20] ,lionheartrawr,ohh wiki says lucias accent i based off north philadelphia,cdesign,4
4489,match round one,8,[3:11:20] ,laverde,the stage transition is so sick in the new gg,game,9
4490,match round one,8,[3:11:22] ,swiftruina,they said a while back they were working on it i think,game,9
